#        1          2            3       4       5         6         7         8          9        10
#       RA         Dec        E(V-I)  -sigma  +sigma    (V-I)_RC  (V-I)_0  E(V-I)peak E(V-I)_SFD   box
#      [hr]       [deg]       median  [-34%]  [+34%]     median    [mag]      mode      [mag]    [arcmin]
    5.655392   -69.126831     0.462    0.357   0.264      1.349    0.887     0.550     23.984      3.4
    5.176121   -71.723961     0.115    0.051   0.073      0.998    0.884     0.110      0.177      3.4
    5.494970   -71.654305     0.132    0.040   0.042      1.017    0.885     0.134      0.292      3.4
    5.586922   -67.907593     0.146    0.058   0.078      1.032    0.886     0.151      0.558      3.4
    1.158313   -73.027832     0.088    0.070   0.057      0.950    0.862     0.101      0.107      3.4
    4.885519   -67.258240     0.075    0.056   0.060      0.956    0.881     0.072      0.447      3.4
    5.563909   -68.458900     0.125    0.064   0.057      1.012    0.887     0.143      1.065      3.4
    5.057604   -66.978638     0.095    0.057   0.068      0.977    0.882     0.093      0.363      3.4
    0.922108   -73.611099     0.041    0.054   0.054      0.907    0.866     0.046      0.148      3.4
    4.792342   -71.366081     0.172    0.067   0.064      1.053    0.881     0.174      0.205      3.4
    5.096022   -69.942413     0.109    0.064   0.075      0.994    0.885     0.116      0.520      3.4
    5.666102   -70.662537     0.311    0.127   0.152      1.197    0.886     0.295      1.065      3.4
    4.809275   -69.214951     0.168    0.040   0.046      1.050    0.882     0.175      1.254      3.4
    5.040497   -69.665382     0.128    0.037   0.027      1.013    0.884     0.136      0.198      3.4
    4.815363   -69.847717     0.147    0.043   0.035      1.029    0.882     0.159      0.183      3.4
    5.393133   -72.260620     0.120    0.056   0.051      1.003    0.884     0.132      0.123      3.4
    0.677170   -72.970222     0.081    0.060   0.065      0.950    0.869     0.089      0.156      3.4
    5.106547   -69.790047     0.114    0.063   0.059      0.999    0.885     0.121      0.308      3.4
    5.002507   -68.376274     0.169    0.059   0.077      1.053    0.883     0.170      0.444      3.4
    5.736838   -70.669197     0.196    0.063   0.075      1.082    0.886     0.194      0.736      3.4
    5.143930   -69.665054     0.115    0.048   0.045      1.001    0.886     0.125      0.264      3.4
    5.585104   -68.858658     0.130    0.067   0.074      1.018    0.888     0.143      1.111      3.4
    5.486522   -69.314034     0.091    0.049   0.047      0.979    0.889     0.096      0.279      3.4
    5.893838   -70.003670     0.089    0.059   0.056      0.974    0.885     0.103      0.152      3.4
    1.001746   -73.726524     0.042    0.042   0.031      0.905    0.862     0.051      0.076      3.4
    5.791879   -70.165749     0.225    0.104   0.158      1.111    0.886     0.192      1.056      3.4
    4.843969   -67.663338     0.084    0.071   0.049      0.965    0.881     0.094      0.276      3.4
    5.574922   -70.275101     0.155    0.075   0.087      1.042    0.887     0.155      0.781      3.4
    5.034559   -69.459427     0.118    0.054   0.047      1.002    0.884     0.127      0.254      3.4
    0.632470   -73.724648     0.031    0.039   0.038      0.895    0.864     0.035      0.066      3.4
    5.309515   -68.927513     0.077    0.060   0.065      0.964    0.887     0.078      0.626      3.4
    5.881729   -69.056839     0.133    0.049   0.042      1.018    0.885     0.144      0.263      3.4
    5.098532   -66.613632     0.080    0.081   0.057      0.962    0.882     0.107      0.268      3.4
    5.478670   -68.740532     0.121    0.051   0.048      1.009    0.888     0.124      0.279      3.4
    5.643624   -71.792618     0.158    0.053   0.054      1.042    0.884     0.158      0.216      3.4
    4.810370   -70.410759     0.197    0.064   0.064      1.078    0.882     0.209      0.257      3.4
    5.706197   -71.563950     0.145    0.062   0.061      1.030    0.884     0.154      0.263      3.4
    5.723287   -70.369377     0.263    0.086   0.095      1.149    0.886     0.266      0.854      3.4
    5.552751   -70.041962     0.067    0.064   0.068      0.955    0.888     0.074      0.481      3.4
    5.176071   -69.295280     0.115    0.077   0.091      1.000    0.886     0.109      0.760      3.4
    4.980043   -70.586685     0.085    0.056   0.054      0.968    0.884     0.093      0.134      3.4
    0.620147   -73.285629     0.035    0.033   0.029      0.901    0.866     0.042      0.069      3.4
    5.506687   -67.382675     0.075    0.056   0.052      0.960    0.885     0.083      0.350      3.4
    0.992503   -72.478210     0.084    0.064   0.063      0.955    0.871     0.089      0.385      3.4
    5.257535   -69.752502     0.110    0.064   0.059      0.997    0.887     0.119      0.546      3.4
    4.801767   -68.555244     0.129    0.083   0.092      1.010    0.881     0.133      0.334      3.4
    5.498263   -70.744019     0.067    0.047   0.045      0.954    0.887     0.071      0.272      3.4
    5.290759   -69.953362     0.171    0.081   0.095      1.059    0.887     0.172      1.043      3.4
    5.621185   -70.636414     0.115    0.052   0.055      1.002    0.887     0.116      0.655      3.4
    5.311852   -69.732918     0.061    0.061   0.060      0.948    0.887     0.070      1.576      3.4
    5.844073   -71.351547     0.134    0.050   0.046      1.018    0.884     0.137      0.149      3.4
    0.831219   -72.231804     0.045    0.036   0.030      0.913    0.869     0.044      0.159      3.4
    0.759696   -74.260612     0.049    0.046   0.049      0.909    0.860     0.054      0.071      3.4
    5.068121   -69.567680     0.083    0.049   0.041      0.968    0.885     0.091      0.207      3.4
    5.686891   -68.502159     0.092    0.060   0.057      0.979    0.886     0.114      0.388      3.4
    5.008123   -70.618828     0.094    0.046   0.038      0.978    0.884     0.101      0.168      3.4
    5.549649   -67.567665     0.142    0.089   0.123      1.027    0.885     0.142      1.483      3.4
    5.306017   -71.178329     0.108    0.038   0.045      0.994    0.885     0.108      0.359      3.4
    5.205718   -69.857765     0.087    0.058   0.050      0.974    0.886     0.103      0.221      3.4
    5.393764   -69.267685     0.076    0.064   0.068      0.964    0.888     0.079      0.996      3.4
    5.069317   -68.902298     0.106    0.071   0.061      0.990    0.885     0.114      0.691      3.4
    5.096428   -67.600060     0.093    0.040   0.035      0.976    0.883     0.096      0.275      3.4
    5.672628   -68.280060     0.122    0.050   0.047      1.008    0.886     0.127      0.349      3.4
    5.477204   -71.570999     0.092    0.040   0.046      0.977    0.885     0.090      0.387      3.4
    5.391535   -69.537010     0.077    0.071   0.081      0.965    0.888     0.078      0.831      3.4
    5.524513   -67.220520     0.082    0.037   0.027      0.966    0.885     0.091      0.245      3.4
    5.817441   -69.758575     0.164    0.075   0.066      1.050    0.886     0.198      0.612      3.4
    0.791805   -73.404388     0.080    0.087   0.060      0.950    0.870     0.104      0.725      3.4
    0.894042   -74.084587     0.053    0.048   0.038      0.914    0.861     0.057      0.072      3.4
    5.701596   -69.032700     0.256    0.094   0.091      1.143    0.887     0.263      3.282      3.4
    5.616530   -69.599106     0.149    0.081   0.080      1.036    0.888     0.150      2.665      3.4
    5.260561   -67.743752     0.092    0.032   0.031      0.977    0.885     0.093      0.241      3.4
    5.738379   -68.865158     0.245    0.098   0.119      1.131    0.886     0.249      1.594      3.4
    4.794288   -70.043198     0.159    0.044   0.031      1.041    0.882     0.178      0.163      3.4
    0.970014   -72.788040     0.077    0.067   0.058      0.950    0.873     0.090      0.401      3.4
    0.649505   -72.661865     0.053    0.030   0.025      0.919    0.866     0.052      0.064      3.4
    5.471190   -71.022713     0.107    0.069   0.077      0.993    0.886     0.109      0.720      3.4
    5.027163   -67.561905     0.081    0.050   0.060      0.964    0.883     0.087      0.231      3.4
    5.216565   -68.834358     0.094    0.053   0.056      0.980    0.886     0.094      0.617      3.4
    5.433727   -66.770340     0.112    0.059   0.070      0.995    0.884     0.114      0.229      3.4
    5.235257   -70.648994     0.076    0.052   0.047      0.962    0.886     0.083      0.272      3.4
    5.108379   -67.409401     0.107    0.053   0.070      0.990    0.883     0.103      0.285      3.4
    4.921401   -69.531448     0.123    0.051   0.056      1.006    0.883     0.127      0.520      3.4
    5.097609   -68.957405     0.092    0.058   0.053      0.977    0.885     0.100      0.580      3.4
    5.174201   -68.438110     0.132    0.066   0.088      1.017    0.885     0.138      0.802      3.4
    5.101423   -69.200996     0.103    0.063   0.074      0.988    0.885     0.098      0.569      3.4
    5.406167   -67.356140     0.092    0.055   0.038      0.977    0.885     0.108      0.503      3.4
    0.598188   -73.539459     0.020    0.042   0.039      0.884    0.864     0.020      0.060      3.4
    5.017442   -66.802971     0.077    0.058   0.043      0.958    0.882     0.084      0.150      3.4
    5.150082   -70.573166     0.120    0.054   0.042      1.005    0.885     0.136      0.353      3.4
    1.084787   -72.299759     0.072    0.032   0.028      0.939    0.867     0.073      0.230      3.4
    5.144400   -69.409286     0.187    0.112   0.164      1.072    0.886     0.137      1.179      3.4
    4.751645   -71.011833     0.222    0.065   0.075      1.103    0.881     0.210      0.253      3.4
    5.029542   -70.162468     0.089    0.055   0.053      0.973    0.884     0.099      0.181      3.4
    5.691310   -69.721367     0.128    0.060   0.067      1.015    0.887     0.135      2.927      3.4
    5.691226   -68.589317     0.121    0.050   0.064      1.007    0.886     0.118      0.552      3.4
    5.563568   -69.267372     0.160    0.070   0.089      1.049    0.888     0.168      0.562      3.4
    5.145923   -69.946503     0.087    0.050   0.051      0.973    0.886     0.086      0.370      3.4
    5.028283   -69.317322     0.099    0.058   0.053      0.983    0.884     0.106      0.212      3.4
    0.716451   -73.311813     0.086    0.074   0.073      0.956    0.870     0.096      0.324      3.4
    1.005737   -73.228172     0.051    0.066   0.054      0.918    0.868     0.064      0.143      3.4
    5.848249   -71.619568     0.140    0.051   0.051      1.023    0.884     0.135      0.147      3.4
    5.522685   -68.363174     0.355    0.109   0.104      1.242    0.887     0.376      1.584      3.4
    5.466572   -69.641693     0.088    0.070   0.071      0.977    0.889     0.097      0.301      3.4
    5.568439   -70.598785     0.080    0.048   0.055      0.967    0.887     0.082      0.310      3.4
    5.043656   -70.318642     0.074    0.057   0.056      0.958    0.884     0.075      0.142      3.4
    5.433841   -70.599754     0.106    0.058   0.061      0.993    0.887     0.106      0.389      3.4
    5.111470   -67.179153     0.078    0.040   0.043      0.961    0.883     0.079      0.294      3.4
    0.617271   -73.529991     0.042    0.031   0.029      0.907    0.865     0.047      0.063      3.4
    5.534778   -68.088226     0.166    0.078   0.084      1.052    0.886     0.177      0.799      3.4
    5.436157   -69.370361     0.080    0.049   0.056      0.969    0.889     0.084      0.777      3.4
    5.225630   -69.869804     0.098    0.051   0.050      0.985    0.886     0.104      0.246      3.4
    4.989413   -66.782478     0.062    0.041   0.055      0.943    0.881     0.051      0.191      3.4
    5.170801   -67.298698     0.091    0.052   0.061      0.975    0.884     0.086      0.286      3.4
    5.462564   -71.678284     0.103    0.036   0.045      0.988    0.885     0.102      0.394      3.4
    0.822343   -73.566154     0.052    0.057   0.071      0.920    0.869     0.056      0.289      3.4
    5.404418   -70.058128     0.098    0.054   0.051      0.986    0.888     0.104      0.474      3.4
    5.578786   -69.824272     0.172    0.082   0.107      1.060    0.888     0.160      2.174      3.4
    4.883569   -68.747429     0.161    0.063   0.092      1.043    0.882     0.152      0.412      3.4
    1.031473   -72.149887     0.044    0.069   0.065      0.912    0.868     0.045      0.343      3.4
    0.914877   -73.453041     0.058    0.076   0.065      0.927    0.868     0.064      0.238      3.4
    5.599449   -68.607010     0.077    0.048   0.049      0.964    0.887     0.080      0.420      3.4
    5.524590   -68.490555     0.404    0.196   0.247      1.291    0.887     0.411      2.749      3.4
    5.181479   -67.875092     0.110    0.062   0.083      0.995    0.885     0.100      0.518      3.4
    5.608413   -72.169907     0.113    0.036   0.046      0.997    0.884     0.113      0.162      3.4
    5.271931   -70.748131     0.069    0.057   0.053      0.954    0.886     0.075      0.174      3.4
    4.984808   -70.357384     0.060    0.062   0.058      0.943    0.884     0.065      0.191      3.4
    5.190659   -69.512764     0.150    0.079   0.102      1.036    0.886     0.147      0.865      3.4
    5.591608   -69.715118     0.135    0.076   0.074      1.023    0.888     0.144      2.731      3.4
    5.473094   -68.857971     0.077    0.047   0.036      0.965    0.888     0.090      0.316      3.4
    5.242160   -71.146912     0.091    0.052   0.059      0.976    0.885     0.089      0.217      3.4
    5.602269   -71.441719     0.118    0.043   0.049      1.003    0.885     0.118      0.271      3.4
    5.389559   -66.950928     0.095    0.054   0.045      0.979    0.884     0.112      0.318      3.4
    5.097913   -70.096115     0.119    0.054   0.061      1.004    0.885     0.120      0.785      3.4
    5.205289   -69.474190     0.141    0.061   0.075      1.027    0.886     0.144      1.186      3.4
    4.890786   -68.390854     0.121    0.055   0.068      1.003    0.882     0.116      0.399      3.4
    5.625150   -70.351852     0.210    0.102   0.133      1.097    0.887     0.201      0.989      3.4
    5.585963   -69.294571     0.164    0.056   0.068      1.052    0.888     0.163      1.878      3.4
    5.047070   -67.950630     0.106    0.047   0.051      0.989    0.883     0.104      0.310      3.4
    5.084615   -70.823547     0.067    0.060   0.058      0.952    0.884     0.070      0.454      3.4
    5.364551   -66.150032     0.105    0.050   0.046      0.988    0.882     0.116      0.200      3.4
    5.721694   -71.065346     0.255    0.078   0.090      1.140    0.885     0.261      0.632      3.4
    1.043582   -71.847580     0.058    0.047   0.053      0.923    0.865     0.055      0.525      3.4
    4.845741   -67.844200     0.060    0.041   0.058      0.941    0.881     0.057      0.164      3.4
    0.880340   -73.665382     0.052    0.046   0.055      0.918    0.867     0.045      0.198      3.4
    5.181643   -67.619049     0.102    0.070   0.071      0.987    0.884     0.092      0.364      3.4
    5.049293   -69.833351     0.129    0.059   0.055      1.013    0.885     0.134      0.189      3.4
    0.666085   -73.544510     0.047    0.043   0.036      0.914    0.867     0.054      0.089      3.4
    5.144724   -70.713539     0.086    0.064   0.054      0.971    0.885     0.095      0.287      3.4
    0.663238   -73.931221     0.046    0.035   0.027      0.909    0.863     0.049      0.071      3.4
    0.571119   -73.228874     0.050    0.037   0.039      0.914    0.864     0.048      0.072      3.4
    5.005668   -68.838348     0.104    0.052   0.047      0.988    0.884     0.115      0.382      3.4
    5.700230   -69.278114     0.240    0.107   0.118      1.127    0.887     0.252      1.618      3.4
    4.974154   -66.790657     0.073    0.051   0.057      0.954    0.881     0.055      0.181      3.4
    5.447064   -71.555260     0.126    0.061   0.083      1.011    0.885     0.114      0.492      3.4
    5.138849   -69.741501     0.101    0.044   0.047      0.987    0.886     0.107      0.230      3.4
    5.285734   -67.830475     0.157    0.087   0.107      1.042    0.885     0.173      0.493      3.4
    5.887627   -70.772713     0.116    0.053   0.066      1.000    0.884     0.110      0.139      3.4
    5.760050   -70.833511     0.185    0.084   0.108      1.070    0.885     0.175      0.519      3.4
    5.300565   -71.549690     0.132    0.055   0.069      1.017    0.885     0.124      0.159      3.4
    4.884685   -68.837746     0.154    0.052   0.052      1.037    0.883     0.160      0.476      3.4
    5.895767   -70.920998     0.109    0.035   0.031      0.993    0.884     0.119      0.131      3.4
    5.249881   -68.000702     0.110    0.059   0.056      0.995    0.885     0.120      0.411      3.4
    5.501133   -70.602043     0.069    0.045   0.044      0.956    0.887     0.073      0.208      3.4
    0.898059   -71.990898     0.058    0.026   0.026      0.925    0.867     0.059      0.148      3.4
    5.819989   -71.679871     0.155    0.049   0.056      1.038    0.884     0.157      0.155      3.4
    5.380635   -67.504333     0.091    0.049   0.069      0.976    0.885     0.073      0.422      3.4
    5.626661   -69.259521     0.371    0.113   0.135      1.259    0.888     0.366      6.937      3.4
    5.379171   -68.721161     0.124    0.055   0.071      1.011    0.887     0.118      0.766      3.4
    5.102422   -68.945168     0.103    0.063   0.059      0.988    0.885     0.109      0.563      3.4
    5.213231   -71.250671     0.099    0.043   0.051      0.984    0.885     0.089      0.252      3.4
    5.191007   -70.215958     0.077    0.055   0.069      0.962    0.886     0.068      0.422      3.4
    5.401981   -68.881447     0.162    0.073   0.077      1.050    0.888     0.166      1.026      3.4
    5.629838   -69.758598     0.397    0.168   0.218      1.284    0.888     0.383      3.606      3.4
    5.608935   -69.590424     0.149    0.084   0.083      1.037    0.888     0.160      2.858      3.4
    5.605533   -71.465759     0.112    0.044   0.052      0.997    0.885     0.114      0.267      3.4
    5.126326   -69.804588     0.101    0.047   0.052      0.987    0.885     0.106      0.284      3.4
    5.100496   -68.253716     0.079    0.050   0.065      0.964    0.884     0.090      0.592      3.4
    5.869093   -70.025482     0.110    0.039   0.037      0.995    0.885     0.113      0.187      3.4
    5.771054   -70.761299     0.160    0.065   0.081      1.045    0.885     0.158      0.525      3.4
    5.516989   -69.083687     0.159    0.082   0.112      1.048    0.888     0.146      1.011      3.4
    5.648390   -69.696487     0.384    0.177   0.235      1.271    0.887     0.366      9.607      3.4
    1.091995   -72.955360     0.062    0.048   0.040      0.928    0.866     0.066      0.149      3.4
    5.701951   -71.026436     0.253    0.088   0.117      1.138    0.885     0.246      0.648      3.4
    5.203818   -70.343590     0.103    0.053   0.054      0.989    0.886     0.115      0.680      3.4
    5.409868   -69.416786     0.086    0.071   0.094      0.975    0.888     0.081      1.189      3.4
    4.847310   -68.950203     0.191    0.089   0.119      1.073    0.882     0.159      0.691      3.4
    5.046031   -70.344643     0.078    0.053   0.056      0.962    0.884     0.083      0.135      3.4
    4.811081   -69.948494     0.162    0.040   0.045      1.044    0.882     0.167      0.169      3.4
    5.567132   -71.445526     0.117    0.063   0.060      1.002    0.885     0.124      0.193      3.4
    5.283812   -67.318604     0.161    0.069   0.064      1.046    0.884     0.169      0.496      3.4
    0.840530   -72.122040     0.050    0.029   0.025      0.917    0.868     0.055      0.139      3.4
    5.584371   -70.616783     0.111    0.058   0.061      0.998    0.887     0.115      0.461      3.4
    4.851894   -71.994415     0.167    0.043   0.052      1.048    0.881     0.172      0.151      3.4
    5.762284   -69.401581     0.301    0.107   0.121      1.187    0.886     0.293      1.772      3.4
    5.583947   -68.795090     0.111    0.042   0.034      0.998    0.887     0.117      0.934      3.4
    4.923898   -69.929764     0.143    0.049   0.056      1.026    0.883     0.136      0.254      3.4
    4.990158   -69.782440     0.101    0.042   0.050      0.984    0.884     0.101      0.160      3.4
    0.745755   -73.191368     0.107    0.086   0.089      0.978    0.871     0.110      0.777      3.4
    5.218370   -71.173805     0.121    0.067   0.087      1.005    0.885     0.112      0.328      3.4
    5.406808   -70.940117     0.107    0.055   0.064      0.993    0.886     0.111      0.222      3.4
    5.273629   -70.032150     0.120    0.049   0.056      1.007    0.887     0.122      0.476      3.4
    5.662629   -68.247978     0.114    0.048   0.053      1.000    0.886     0.113      0.352      3.4
    1.088109   -73.146004     0.069    0.048   0.040      0.934    0.865     0.083      0.129      3.4
    0.765017   -73.463486     0.085    0.061   0.071      0.954    0.870     0.101      0.512      3.4
    5.702697   -70.370010     0.202    0.075   0.087      1.088    0.886     0.204      0.956      3.4
    0.781798   -72.494232     0.043    0.042   0.034      0.914    0.870     0.061      0.154      3.4
    5.075117   -67.814720     0.104    0.075   0.090      0.987    0.884     0.103      0.500      3.4
    5.587228   -69.999634     0.184    0.088   0.112      1.072    0.888     0.184      1.358      3.4
    0.825668   -72.563126     0.077    0.061   0.056      0.950    0.873     0.090      0.285      3.4
    5.113632   -67.807045     0.063    0.050   0.046      0.946    0.884     0.075      0.250      3.4
    0.854627   -73.521660     0.058    0.045   0.043      0.927    0.869     0.059      0.398      3.4
    5.225376   -68.424591     0.106    0.062   0.063      0.992    0.886     0.110      0.426      3.4
    5.269473   -68.395538     0.120    0.072   0.081      1.006    0.886     0.137      0.536      3.4
    0.680601   -73.698563     0.029    0.033   0.030      0.895    0.866     0.031      0.085      3.4
    5.682099   -69.752975     0.249    0.146   0.224      1.136    0.887     0.185      7.093      3.4
    5.624028   -70.185570     0.135    0.086   0.091      1.022    0.887     0.143      1.362      3.4
    4.972236   -66.764374     0.079    0.044   0.061      0.960    0.881     0.077      0.192      3.4
    5.215657   -71.148361     0.116    0.077   0.109      1.001    0.885     0.103      0.369      3.4
    5.709262   -70.520149     0.246    0.084   0.087      1.132    0.886     0.256      0.912      3.4
    5.694234   -71.429787     0.157    0.054   0.064      1.042    0.885     0.154      0.516      3.4
    0.845187   -73.528824     0.054    0.056   0.062      0.923    0.869     0.052      0.376      3.4
    5.444029   -70.007866     0.111    0.074   0.084      1.000    0.888     0.112      0.668      3.4
    5.178936   -68.297432     0.137    0.069   0.095      1.022    0.885     0.108      0.668      3.4
    5.421457   -69.579758     0.066    0.080   0.081      0.955    0.889     0.072      0.870      3.4
    1.045643   -72.796661     0.047    0.051   0.042      0.916    0.869     0.057      0.151      3.4
    5.153475   -69.895699     0.081    0.045   0.048      0.966    0.886     0.081      0.302      3.4
    5.406317   -71.336708     0.095    0.049   0.043      0.981    0.885     0.103      0.403      3.4
    5.092620   -69.571022     0.089    0.058   0.052      0.975    0.885     0.095      0.202      3.4
    5.319492   -68.605980     0.088    0.047   0.046      0.975    0.887     0.096      0.568      3.4
    5.363998   -70.861015     0.056    0.042   0.045      0.942    0.886     0.054      0.189      3.4
    5.264115   -71.835030     0.094    0.054   0.059      0.978    0.884     0.095      0.186      3.4
    5.252290   -68.896141     0.080    0.065   0.070      0.967    0.886     0.085      0.855      3.4
    5.426281   -70.819519     0.103    0.049   0.045      0.989    0.887     0.109      0.226      3.4
    5.761926   -69.298737     0.253    0.118   0.143      1.139    0.886     0.253      1.619      3.4
    5.393049   -72.030525     0.096    0.037   0.031      0.980    0.884     0.101      0.145      3.4
    5.572157   -69.070663     0.341    0.110   0.086      1.229    0.888     0.356      1.720      3.4
    5.398180   -69.944672     0.089    0.061   0.060      0.977    0.888     0.094      0.560      3.4
    5.436916   -69.434128     0.072    0.064   0.058      0.961    0.889     0.081      0.482      3.4
    5.279942   -68.688606     0.142    0.066   0.064      1.028    0.886     0.155      0.939      3.4
    5.212455   -69.358894     0.158    0.094   0.133      1.045    0.886     0.140      3.288      3.4
    5.536220   -69.523872     0.089    0.054   0.049      0.978    0.889     0.097      0.468      3.4
    5.782851   -68.560356     0.146    0.046   0.056      1.031    0.885     0.147      0.542      3.4
    5.380286   -68.848869     0.178    0.080   0.096      1.065    0.888     0.190      1.005      3.4
    4.948667   -68.630005     0.136    0.062   0.059      1.019    0.883     0.146      0.563      3.4
    0.680487   -73.232033     0.063    0.049   0.047      0.932    0.869     0.068      0.154      3.4
    5.699070   -71.311127     0.148    0.072   0.098      1.033    0.885     0.134      1.193      3.4
    5.806954   -70.812187     0.135    0.055   0.049      1.020    0.885     0.143      0.254      3.4
    5.609672   -72.336060     0.122    0.038   0.045      1.005    0.883     0.123      0.165      3.4
    5.825549   -68.886627     0.240    0.064   0.075      1.125    0.885     0.247      0.592      3.4
    5.399507   -70.762993     0.100    0.053   0.050      0.987    0.887     0.109      0.234      3.4
    5.641826   -67.438179     0.119    0.057   0.059      1.004    0.885     0.134      0.495      3.4
    4.837180   -67.955788     0.104    0.062   0.058      0.986    0.881     0.114      0.201      3.4
    5.131093   -71.032349     0.102    0.048   0.052      0.987    0.884     0.105      0.221      3.4
    5.144163   -69.537178     0.082    0.052   0.049      0.968    0.886     0.088      0.392      3.4
    4.969166   -70.391777     0.102    0.045   0.056      0.985    0.884     0.096      0.269      3.4
    1.030618   -73.802841     0.064    0.027   0.027      0.924    0.861     0.064      0.065      3.4
    5.465479   -67.092033     0.082    0.054   0.050      0.966    0.884     0.089      0.223      3.4
    0.990622   -72.438828     0.072    0.036   0.032      0.943    0.871     0.080      0.411      3.4
    5.686700   -69.634308     0.136    0.057   0.077      1.023    0.887     0.118      3.269      3.4
    0.701910   -73.158295     0.082    0.045   0.056      0.952    0.870     0.081      0.213      3.4
    5.702168   -69.855797     0.160    0.058   0.066      1.047    0.887     0.168      1.517      3.4
    5.205796   -69.921692     0.079    0.054   0.043      0.965    0.886     0.090      0.211      3.4
    5.680527   -70.409660     0.183    0.073   0.085      1.070    0.886     0.181      1.266      3.4
    5.351485   -70.633514     0.121    0.050   0.051      1.007    0.887     0.121      0.304      3.4
    0.857389   -73.703545     0.044    0.050   0.049      0.910    0.866     0.047      0.161      3.4
    5.474118   -71.380081     0.100    0.054   0.076      0.985    0.885     0.085      0.506      3.4
    0.952328   -73.729210     0.037    0.047   0.051      0.901    0.864     0.036      0.096      3.4
    5.388362   -68.693169     0.094    0.058   0.064      0.982    0.887     0.094      0.673      3.4
    5.562606   -67.959015     0.126    0.056   0.039      1.012    0.886     0.134      0.487      3.4
    5.743180   -69.608833     0.181    0.085   0.087      1.067    0.886     0.188      1.470      3.4
    5.525073   -68.054260     0.168    0.079   0.082      1.054    0.886     0.178      0.843      3.4
    5.293973   -68.162132     0.106    0.051   0.050      0.992    0.886     0.106      0.457      3.4
    5.114347   -69.675682     0.103    0.050   0.052      0.988    0.885     0.105      0.212      3.4
    0.733639   -72.975594     0.031    0.052   0.039      0.902    0.871     0.039      0.271      3.4
    5.145110   -70.457886     0.090    0.041   0.047      0.975    0.885     0.093      0.387      3.4
    4.929792   -67.648415     0.137    0.055   0.054      1.019    0.882     0.143      0.229      3.4
    5.336080   -69.664726     0.063    0.068   0.082      0.951    0.888     0.063      2.124      3.4
    5.545102   -70.737595     0.062    0.046   0.044      0.949    0.887     0.064      0.226      3.4
    5.617001   -67.054962     0.106    0.064   0.082      0.990    0.884     0.114      0.420      3.4
    5.657947   -67.685059     0.106    0.054   0.062      0.991    0.885     0.109      0.393      3.4
    5.613152   -70.152954     0.117    0.075   0.087      1.004    0.887     0.123      1.143      3.4
    5.289934   -71.154976     0.120    0.057   0.071      1.005    0.885     0.119      0.354      3.4
    5.435137   -69.076218     0.143    0.072   0.080      1.031    0.888     0.142      0.807      3.4
    0.628995   -74.293198     0.038    0.038   0.032      0.898    0.860     0.040      0.050      3.4
    5.771495   -70.516106     0.190    0.084   0.113      1.076    0.886     0.160      0.771      3.4
    5.683901   -70.947510     0.167    0.071   0.087      1.053    0.886     0.162      0.636      3.4
    5.484498   -69.686295     0.086    0.064   0.069      0.975    0.889     0.092      0.398      3.4
    5.446713   -69.238838     0.081    0.044   0.043      0.970    0.889     0.084      0.537      3.4
    0.738432   -72.565552     0.069    0.045   0.039      0.938    0.869     0.074      0.121      3.4
    5.427875   -71.343536     0.108    0.035   0.045      0.993    0.885     0.098      0.392      3.4
    0.821385   -72.934029     0.085    0.083   0.091      0.960    0.875     0.095      0.790      3.4
    5.481974   -69.162064     0.097    0.060   0.054      0.986    0.889     0.109      0.544      3.4
    5.552436   -71.118843     0.119    0.047   0.042      1.005    0.886     0.128      0.621      3.4
    0.701733   -73.300552     0.082    0.064   0.062      0.951    0.869     0.089      0.215      3.4
    5.348710   -69.073753     0.099    0.056   0.054      0.986    0.888     0.106      0.640      3.4
    5.036736   -70.586113     0.092    0.062   0.055      0.976    0.884     0.097      0.239      3.4
    5.082126   -68.712189     0.088    0.052   0.040      0.973    0.885     0.103      0.296      3.4
    5.071789   -69.337875     0.087    0.071   0.068      0.972    0.885     0.086      0.175      3.4
    5.063920   -67.402809     0.097    0.047   0.054      0.980    0.883     0.105      0.579      3.4
    5.336979   -66.925385     0.133    0.054   0.067      1.017    0.884     0.138      0.460      3.4
    0.573503   -73.712776     0.016    0.046   0.044      0.879    0.863     0.017      0.045      3.4
    4.967410   -69.584244     0.132    0.048   0.039      1.016    0.884     0.138      0.384      3.4
    5.536246   -70.395447     0.106    0.073   0.069      0.993    0.887     0.114      0.523      3.4
    5.540883   -69.508942     0.095    0.043   0.045      0.984    0.889     0.097      0.480      3.4
    5.819352   -67.509499     0.070    0.053   0.056      0.954    0.884     0.061      0.125      3.4
    5.781997   -71.281921     0.156    0.056   0.050      1.040    0.884     0.170      0.246      3.4
    5.140046   -69.165985     0.084    0.058   0.055      0.969    0.885     0.095      0.551      3.4
    5.795577   -69.698509     0.434    0.229   0.276      1.320    0.886     0.430      1.554      3.4
    5.443227   -69.150375     0.064    0.044   0.055      0.953    0.888     0.077      0.680      3.4
    5.783425   -71.242233     0.147    0.057   0.058      1.032    0.885     0.161      0.252      3.4
    5.701773   -69.341415     0.181    0.064   0.060      1.068    0.887     0.196      1.171      3.4
    5.555700   -71.681297     0.086    0.052   0.049      0.971    0.885     0.096      0.173      3.4
    5.019890   -69.149055     0.086    0.056   0.049      0.970    0.884     0.096      0.396      3.4
    0.793656   -73.199226     0.117    0.100   0.133      0.989    0.873     0.107      1.532      3.4
